company,url,segment,legal_model,business_model,founded,hq,founders_leadership,target_market,geography_availability,partners,celebrity_involvement,funding_or_disclosed_performance,customer_promise,positioning,key_products,displayed_price_examples,traffic_proxy,social_audience,review_signal,advertising_visibility,regulatory_or_risk_notes,within_segment_rank,rank_methodology,evidence_confidence,primary_source_url,access_date,research_file
Lemme,https://lemmelive.com,Consumer supplement/cosmetic,DSHEA supplements / cosmetics; structure-function or appearance claims only,"Co-founder (with Simon Huck; launched Sept 2022). 'Lemme GLP-1 Daily' capsule (Eriomin, Supresa saffron, Morosil) launched Sept 16, 2024 at $90/$72 sub - it contains no GLP-1 peptide; marketed as supporting natural GLP-1. Class actions filed in California and New York (2025) allege unsupported claims.",,,Kourtney Kardashian Barker (1 - Verified founder or cofounder),"Very high - women 25-45, Target shoppers",,,Kourtney Kardashian Barker: 1 - Verified founder or cofounder,Company-reported/third-party: >$30M cumulative revenue within 16 months of launch; #1 beauty ingestible at Target (2025); $13M in a single month on TikTok Shop (Nov 2025). Sources are case-study sites citing company statements - treat as unaudited.,,Cofounder / face of brand,,,,Instagram ~220M (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,High: 'GLP-1' naming on a botanical drew Futurism/MDLinx/Healthline criticism and two class actions; brand is 100% dependent on Kourtney's persona; family history of FTC/SEC endorsement issues (Kim's 2022 SEC case).,,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://wwd.com/beauty-industry-news/wellness/kourtney-kardashian-barker-lemme-weight-loss-supplement-glp-1-launch-1236590030/,2026-09-02,research/03_celebrity_database.json
Rhode (e.l.f. Beauty),https://www.rhodeskin.com,Consumer supplement/cosmetic,DSHEA supplements / cosmetics; structure-function or appearance claims only,"Founder (June 2022) - launched with three SKUs including the 'Peptide Lip Treatment' and later Peptide Lip Tint/Shape; e.l.f. Beauty acquired Rhode for $1B ($800M upfront + earnout) announced May 28, 2025, closed Aug 5, 2025; Bieber received >$300M at close and became Chief Creative Officer & Head of Innovation plus strategic adviser to e.l.f.",,,Hailey Bieber (1 - Verified founder or cofounder),Very high - Gen Z/millennial women,,,Hailey Bieber: 1 - Verified founder or cofounder,"Verified/third-party: fastest celebrity beauty brand to $1B valuation; $20M media impact value in 48h post-acquisition (Launchmetrics via WWD); Peptide Lip Treatment reportedly sold out in ~1 hour at launch (FemFounded product study, unverified).",,Founder / CCO,,,,Instagram ~55M (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,"Key-person risk explicitly priced via earnout; 'peptide' here is a cosmetic positioning term (topical), not therapy - low regulatory risk but the brand rides the peptide-therapy search wave.",,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://wwd.com/beauty-industry-news/beauty-features/hailey-bieber-rhode-elf-media-exposure-1237914479/,2026-09-02,research/03_celebrity_database.json
Tally Health,https://www.tallyhealth.com,Education/testing platform,Diagnostics or testing memberships,"Co-founder (with Whitney Casey) of the epigenetic-age-test + supplement subscription company; $10M seed led by Forerunner (2023) with celebrity participation. Consumer complaints on cancellation/billing (Trustpilot 3.6, Feb 2025); Sinclair separately drew scientific criticism over anti-aging claims (2024).",,,Dr. David Sinclair (1 - Verified founder or cofounder),High - longevity enthusiasts,,,Dr. David Sinclair: 1 - Verified founder or cofounder,Not disclosed.,,Cofounder / scientific face,,,,Instagram ~1M; X ~0.5M; Lifespan podcast (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,High scientist-credibility dependence; Sinclair's resveratrol/NMN commercial ties have been criticized; subscription dark-pattern complaints.,,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://www.prnewswire.com/news-releases/consumer-longevity-company-tally-health-announces-10m-seed-round-led-by-forerunner-ventures-with-celebrity-participation-301791242.html,2026-09-02,research/03_celebrity_database.json
Prenuvo,https://www.prenuvo.com,Education/testing platform,Diagnostics or testing memberships,Investor (named in $70M 2022 round alongside Anne Wojcicki); company later raised $120M (Feb 2025). Also an AG1 investor.,,,Cindy Crawford (2 - Verified equity owner or investor),High - affluent 40+,,,Cindy Crawford: 2 - Verified equity owner or investor,Third-party: Prenuvo is routinely described as 'celebrity-endorsed' in trade press; the Kardashian post (below) is the measured event.,,Investor / occasional advocate,,,,Instagram ~8M (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,Full-body MRI in asymptomatic people is contested by ACR/radiologists (overdiagnosis) - investor names lend credibility to a debated service.,,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://www.medicaldevice-network.com/news/celebrity-endorsed-full-body-mri-scan-company-prenuvo-raises-120m/,2026-09-02,research/03_celebrity_database.json
Fountain Life,https://www.fountainlife.com,Longevity/hormone clinic,Clinic-based longevity/hormone programs; prescriptions via physicians,"Co-founder (with Peter Diamandis, Dr. William Kapp, Dr. Robert Hariri); formed Oct 2020 by merging Fountain Therapeutics with Kapp's Longevity Performance Center. Raised $18M (Aug 2025). Memberships $10.5K-$85K/yr; explicitly offers peptide therapy and NAD+ infusions.",,,Tony Robbins (1 - Verified founder or cofounder),High - affluent 45+ self-improvement audience,,,Tony Robbins: 1 - Verified founder or cofounder,Company-reported: 'Life Force' (2022) functioned as a book-length funnel; membership counts not disclosed.,,Cofounder / evangelist (book 'Life Force' co-authored with Diamandis & Hariri),,,,Instagram ~7M; Facebook ~6M (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,High-ticket clinic tied to two celebrity founders; Robbins has prior consumer-protection litigation history; peptide therapy offering sits directly in FDA's 2025-26 compounding-category debate.,,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://techcrunch.com/2025/08/13/tony-robbins-and-peter-diamandis-longevity-company-fountain-life-raises-18m,2026-09-02,research/03_celebrity_database.json
10X Health System,https://10xhealthsystem.com,Longevity/hormone clinic,Clinic-based longevity/hormone programs; prescriptions via physicians,"Co-founder and public face (with Grant & Elena Cardone, Sage Workinger); offered gene/methylation testing, IV therapy, peptides via clinic consults. Fired by Cardone Nov 5, 2024; dueling suits (Brecka $100M defamation; Cardone alleging $13M diverted revenue) settled by April 2025. Brecka now runs 'The Ultimate Human'.",,,Gary Brecka (1 - Verified founder or cofounder),"Very high - men 30-55, MAHA-aligned",,,Gary Brecka: 1 - Verified founder or cofounder,Third-party: 10X Health's growth was driven by Brecka's viral 'methylation reveal' clips and the Dana White transformation; separation immediately spawned litigation over who owned the audience-derived revenue - the sharpest key-person-risk example in the set.,,Former cofounder / face,,,,Instagram ~4M; podcast top-20 health (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,McGill OSS characterized Brecka's claims as 'unproven to pseudoscientific' (MTHFR); credentials questioned; brand split with founder.,,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://www.prnewswire.com/news-releases/cardone-ventures--10x-health-ventures-file-two-additional-lawsuits-in-florida-and-delaware-state-courts-against-gary-brecka-sage-workinger-and-their-affiliated-companies-302404632.html,2026-09-02,research/03_celebrity_database.json
The Ultimate Human (Gary Brecka) / 10X Health,https://www.theultimatehuman.com,Longevity/hormone clinic,Clinic-based longevity/hormone programs; prescriptions via physicians,"UFC CEO was Brecka's first podcast guest (Oct 2023) and publicly credited Brecka's protocol (bloodwork/DNA, supplements, 'common peptides' for hormone balance) with reversing metabolic syndrome and 30+ lb weight loss. No evidence of equity, board role or paid endorsement; no peptide/longevity venture of his own found.",,,Dana White (8 - One-time campaign participant),Very high - male sports audience,,,Dana White: 8 - One-time campaign participant,"Third-party: Brecka's own account is that the Dana White transformation 'propelled him into internet fame' - a testimonial, not an owned campaign, that launched a brand.",,Testimonial / friend,,,,Instagram ~10M; X ~7M (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,"White's endorsement was of a person, not a company; when 10X and Brecka split, the testimonial followed Brecka - illustrating that testimonial equity attaches to the individual.",,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://podcasts.apple.com/gb/podcast/01-dana-white-overcoming-the-leading-killer-metabolic/id1709740887?i=1000631581845,2026-09-02,research/03_celebrity_database.json
AG1 (Athletic Greens),https://drinkag1.com,Consumer supplement/cosmetic,DSHEA supplements / cosmetics; structure-function or appearance claims only,"Named celebrity/expert investors in AG1's $115M round at $1.2B valuation (Jan 2022, Alpha Wave); Huberman and Attia also act as scientific/medical voices. Individual stakes described as single-digit percentages by third-party analysts (unverified).",,,"Hugh Jackman, Cindy Crawford, Lewis Hamilton, Steve Aoki, Tim Ferriss, Dr. Peter Attia, Dr. Andrew Huberman (investor/advisor cohort) (2 - Verified equity owner or investor)",Very high,,,"Hugh Jackman, Cindy Crawford, Lewis Hamilton, Steve Aoki, Tim Ferriss, Dr. Peter Attia, Dr. Andrew Huberman (investor/advisor cohort): 2 - Verified equity owner or investor","Third-party: AG1 reached unicorn status largely on podcast-host-investor distribution (Rogan, Huberman, Ferriss, Attia) - investor-as-channel model; 2024-25 AG1 faced criticism over cost/evidence but retained scale.",,Investors / podcast sponsors' hosts,,,,"Combined Instagram >90M (Jackman ~31M, Hamilton ~40M, Crawford ~8M) (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked)",,,Investor-hosts reading ads for a company they own is the central FTC concern in this cohort; disclosure practices vary.,,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://techcrunch.com/2022/01/25/athletic-greens-valued-at-1-2b-nutrition-drink/,2026-09-02,research/03_celebrity_database.json
Blueprint (Bryan Johnson),https://blueprint.bryanjohnson.com,Consumer supplement/cosmetic,DSHEA supplements / cosmetics; structure-function or appearance claims only,"Founder/owner of the 'Don't Die' supplement, food and topical brand (incl. Blueprint Peptide Serum for scalp/hair). NYT (Mar 2025) reported Blueprint missing monthly break-even by >$1M and internal NDAs/culture issues; Johnson told Wired he was 'so close to either shutting it down or selling it' and called it a 'pain-in-the-ass company' hurting his credibility.",,,Bryan Johnson (1 - Verified founder or cofounder),High - male biohackers 25-45,,,Bryan Johnson: 1 - Verified founder or cofounder,Third-party: Netflix 'Don't Die' (Jan 2025) drove mainstream awareness; NYT reporting indicates awareness did not translate into profitability - a case of fame without unit economics.,,Founder / sole face,,,,Instagram ~2.5M; X ~1.5M; YouTube ~2M (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,Extreme key-person and credibility coupling: Johnson himself says the commercial arm damages the mission; multiple product lines (peptide serum) lack finished-product trials.,,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://www.mensfitness.com/news/longevity-enthusiast-bryan-johnson-just-made-his-most-shocking-announcement-yet,2026-09-02,research/03_celebrity_database.json
Early Medical / Biograph,https://earlymedical.com,Longevity/hormone clinic,Clinic-based longevity/hormone programs; prescriptions via physicians,"Founder of Early Medical (concierge 'Medicine 3.0' practice) and co-founder of Biograph (diagnostics clinic with Isaiah Kacyvenski, 2024). Host of The Drive; AG1 investor. Has published a skeptical evaluation framework for 'gray-market peptides' (AMA #83; ep. #403) rather than promoting them.",,,Dr. Peter Attia (1 - Verified founder or cofounder),Very high - affluent longevity audience,,,Dr. Peter Attia: 1 - Verified founder or cofounder,Not disclosed; Biograph is invitation/waitlist priced (>$7.5K).,,Founder / physician-host,,,,Instagram ~1.5M; podcast top-10 health; 'Outlive' #1 NYT bestseller (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,Low - Attia positions as peptide skeptic; risk is reverse: his credibility is borrowed by vendors who quote him.,,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://peterattiamd.com/,2026-09-02,research/03_celebrity_database.json
Neko Health,https://www.nekohealth.com,Education/testing platform,Diagnostics or testing memberships,"Co-founder (2018, with Hjalmar Nilsonne) of the body-scan + bloodwork clinic chain; $260M Series B (Jan 2025, $1.8B) and $700M Series C (Jul 2026) ahead of US launch.",,,Daniel Ek (1 - Verified founder or cofounder),Medium (tech-affluent),,,Daniel Ek: 1 - Verified founder or cofounder,"Third-party: 100K-person waitlist reported at $299/scan (Fortune, Jan 2025).",,Cofounder (Spotify founder),,,,X ~0.5M (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,"Founder fame is tech, not health - low medical-credibility transfer; screening-evidence debate applies.",,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://techcrunch.com/2026/07/15/daniel-eks-body-scanning-startup-neko-health-raises-another-700m/,2026-09-02,research/03_celebrity_database.json
Respin Health,https://respin.com,Telehealth/clinician-led,Prescription telehealth via licensed clinicians; compounded or approved drugs dispensed by pharmacies,Founder; relaunched Respin (a 2020 wellness site) as a menopause/midlife care company (announced HLTH Oct 2024; relaunch Feb 2025; telehealth visits from July 2025). <$5M raised incl. Khosla Ventures. Berry has campaigned for federal menopause legislation.,,,Halle Berry (1 - Verified founder or cofounder),Very high - women 45-60,,,Halle Berry: 1 - Verified founder or cofounder,Third-party: Forbes titled her 'the new face of menopause' (Jul 2025); business metrics not disclosed.,,Founder / advocate,,,,Instagram ~9M (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,Strong founder-market fit (lived experience + advocacy); small capitalization means the brand is almost entirely Berry's persona.,,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://wwd.com/beauty-industry-news/wellness/halle-berry-respin-health-menopause-1236947001/,2026-09-02,research/03_celebrity_database.json
Midi Health,https://www.joinmidi.com,Telehealth/clinician-led,Prescription telehealth via licensed clinicians; compounded or approved drugs dispensed by pharmacies,Schumer said (2025) she invested in Midi Health after using its menopause/perimenopause telehealth; she has publicly described using Wegovy/Ozempic (quit due to nausea) and later Mounjaro alongside HRT. No formal GLP-1 ad spokesperson deal found.,,,Amy Schumer (2 - Verified equity owner or investor),High - women 40-55,,,Amy Schumer: 2 - Verified equity owner or investor,Not quantified.,,Investor / organic advocate,,,,Instagram ~13M (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,Low.,,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://www.noom.com/blog/weight-management/amy-schumer-mounjaro-hrt-weight-loss-news/,2026-09-02,research/03_celebrity_database.json
Goop,https://goop.com,Consumer supplement/cosmetic,DSHEA supplements / cosmetics; structure-function or appearance claims only,"Founder/CEO. Goop's top-selling product is the Youth-Boost Peptide Serum (developed with plastic surgeon Dr. Julius Few); also NAD+ Peptide Rich Cream ($105). Sept 2018: paid $145,000 to settle California DA claims over jade/quartz egg and flower-essence health claims and was enjoined from unsubstantiated efficacy claims.",,,Gwyneth Paltrow (1 - Verified founder or cofounder),High - affluent women 35-55,,,Gwyneth Paltrow: 1 - Verified founder or cofounder,Third-party: Puck (2025) reports Goop is leaning on the peptide franchise to stabilize a struggling business - peptide skincare as the hero SKU.,,Founder / CEO / face,,,,Instagram ~8M (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,The 2018 settlement is the reference case for celebrity-wellness claim enforcement; the injunction still binds Goop's claim substantiation.,,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://goop.com/beauty/skin/gwyneth-paltrow-and-plastic-surgeon-julius-few-new-peptide-serum,2026-09-02,research/03_celebrity_database.json
SKKN by Kim / Skims Beauty,https://skims.com,Consumer supplement/cosmetic,DSHEA supplements / cosmetics; structure-function or appearance claims only,"Founder of SKKN by Kim (June 2022, with Coty) whose eye cream was a 3-peptide formula; Skims bought back SKKN from Coty (Mar 2025) and SKKN ceased operations June 2025; Skims Beauty relaunch announced for 2026. Also the SEC 2022 EthereumMax case ($1.26M; failure to disclose $250K payment) is the key disclosure precedent for celebrity endorsements.",,,Kim Kardashian (1 - Verified founder or cofounder),Very high,,,Kim Kardashian: 1 - Verified founder or cofounder,"Third-party: despite the largest audience in the set, SKKN did not achieve Rhode-level outcomes and was folded - audience size is not a sufficient condition.",,Founder,,,,Instagram ~360M (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,SEC precedent: celebrity failed to disclose paid promotion; applies by analogy to any paid peptide/GLP-1 endorsement.,,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://www.hollywoodreporter.com/lifestyle/shopping/skims-acquires-skkn-by-kim-shop-skkn-while-supplies-lasts-1236170345/,2026-09-02,research/03_celebrity_database.json
Ancestral Supplements / The Fittest,https://ancestralsupplements.com,Consumer supplement/cosmetic,DSHEA supplements / cosmetics; structure-function or appearance claims only,"Founder/owner; built organ-meat supplement business on an 'ancestral' physique narrative; leaked emails (Nov 2022) revealed ~$11K/month steroid/HGH regimen; $25M class action (NY, Jan 2023) dismissed March 2023. Case is the reference example of hidden-PED risk in influencer-founded supplement brands.",,,Brian 'Liver King' Johnson (1 - Verified founder or cofounder),High - young men,,,Brian 'Liver King' Johnson: 1 - Verified founder or cofounder,Company-reported: reportedly >$100M annual revenue at peak across brands (claimed by Johnson; unaudited).,,Founder / persona,,,,Instagram ~2M; TikTok ~4M (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,Persona-based trust collapsed on disclosure of undisclosed hormone/peptide-class drug use - directly relevant to peptide brands whose founders' physiques are the ad.,,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://www.supplysidesj.com/supplement-regulations/-liver-king-saga-how-eating-meat-touting-supplements-led-to-25m-lawsuit,2026-09-02,research/03_celebrity_database.json
Love.Life,https://love.life,Longevity/hormone clinic,Clinic-based longevity/hormone programs; prescriptions via physicians,"Co-founder (with Walter Robb and Betsy Foster, ex-Whole Foods) of an LA 'longevity medical club' (opened 2023); site announces a forthcoming peptide program 'guided by Dr. Rice' for metabolic health, recovery, longevity, immune support.",,,John Mackey (1 - Verified founder or cofounder),Medium (LA affluent wellness),,,John Mackey: 1 - Verified founder or cofounder,Not disclosed.,,Cofounder / CEO,,,,LinkedIn/business audience; small social footprint (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,"Low-moderate; Mackey's fame is retail, not medicine.",,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://www.prnewswire.com/news-releases/whole-foods-market-co-founder-john-mackey-launches-health-and-wellness-company-lovelife-301885839.html,2026-09-02,research/03_celebrity_database.json
iHerb,https://www.iherb.com,Consumer supplement/cosmetic,DSHEA supplements / cosmetics; structure-function or appearance claims only,"'Global advisor and stakeholder' from Oct 2023 with up to ~$25M in iHerb stock; posted product videos without in-video disclosure (Warren letter, Mar 2025); pledged to resign and divest within 90 days of CMS confirmation (confirmed Apr 2025). As CMS Administrator he now sits inside the HHS that is loosening peptide compounding rules.",,,Dr. Mehmet Oz (3 - Executive or board member),High - older TV audience,,,Dr. Mehmet Oz: 3 - Executive or board member,Not disclosed.,,Former paid advisor / stakeholder,,,,Instagram ~4M; X ~4M (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,"Government conflict-of-interest scrutiny; long history of FTC/Senate criticism of his supplement claims (green coffee, HCG).",,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://www.warren.senate.gov/wp-content/uploads/media/doc/letter_to_droz.pdf,2026-09-02,research/03_celebrity_database.json
Performance Inspired Nutrition,https://pi-nutrition.com,Consumer supplement/cosmetic,DSHEA supplements / cosmetics; structure-function or appearance claims only,Co-founder (2016) with ex-GNC executive Tom Dowd; also Chief Brand Officer of F45 with Dowd as CEO. Clean-label sports nutrition; no peptide products.,,,Mark Wahlberg (1 - Verified founder or cofounder),High - men 25-50,,,Mark Wahlberg: 1 - Verified founder or cofounder,Not disclosed (Walmart/GNC distribution).,,Cofounder,,,,Instagram ~22M (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,Low.,,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://pi-nutrition.com/mark-wahlberg-and-tom-dowd-introduce-their-new-supplement-line-performance-inspired/,2026-09-02,research/03_celebrity_database.json
Centr (HighPost Capital),https://centr.com,Adjacent wellness,Conventional wellness / fitness / nutrition; no drug claims,"Founder (2019); HighPost Capital (Mark Bezos) acquired Centr + Inspire Fitness (Mar 30, 2022; reported ~$200M); Hemsworth remains second-largest shareholder and face of the app/supplement line.",,,Chris Hemsworth (1 - Verified founder or cofounder),Very high,,,Chris Hemsworth: 1 - Verified founder or cofounder,Third-party: ~$200M exit is a benchmark for celebrity-founder fitness apps.,,Founder / shareholder / face,,,,Instagram ~58M (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,Moderate key-person dependence.,,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://www.businesswire.com/news/home/20220330005951/en/HighPost-Capital-Acquires-Chris-Hemsworth%E2%80%99s-Centr-and-Inspire-Fitness-to-Create-Leading-Personal-Fitness-Nutrition-and-Wellness-Platform,2026-09-02,research/03_celebrity_database.json
TB12 / TBRx,https://tb12sports.com,Adjacent wellness,Conventional wellness / fitness / nutrition; no drug claims,"Co-founder (2013) with Alex Guerrero; 2025 reports say Brady and Guerrero dissolved the partnership, the Foxborough store closed and the business rebrands as TBRx with Brady listed only as a client. Guerrero has prior FTC history over supplement claims.",,,Tom Brady (1 - Verified founder or cofounder),High,,,Tom Brady: 1 - Verified founder or cofounder,Not disclosed.,,Former cofounder; now client,,,,Instagram ~15M (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,Illustrates brand collapse when the celebrity exits: TB12 could not survive as 'TB' without TB.,,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://www.nbcsportsboston.com/nfl/new-england-patriots/report-tom-brady-and-alex-guerrero-split-as-business-partners-tb12-to-rebrand/558475/,2026-09-02,research/03_celebrity_database.json
Ladder (Openfit/Beachbody),https://www.ladder.sport,Consumer supplement/cosmetic,DSHEA supplements / cosmetics; structure-function or appearance claims only,"Co-founders (2018, with Cindy Crawford and Lindsey Vonn); Openfit bought a majority stake Dec 2, 2020 (Ladder tracking ~$4M 2020 sales); founders stayed as minority holders with marketing roles.",,,LeBron James & Arnold Schwarzenegger (1 - Verified founder or cofounder),Very high,,,LeBron James & Arnold Schwarzenegger: 1 - Verified founder or cofounder,Verified: only ~$4M revenue after two years despite two of the largest audiences on earth - the clearest 'cosmetic involvement' data point.,,Cofounders / marketers,,,,LeBron Instagram ~160M; Schwarzenegger ~27M (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,Shows audience size does not convert without founder engagement and product differentiation.,,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://www.cnbc.com/2020/12/02/lebron-james-arnold-schwarzeneggers-sell-nutrition-company-to-openfit.html,2026-09-02,research/03_celebrity_database.json
Kin Euphorics,https://www.kineuphorics.com,Consumer supplement/cosmetic,DSHEA supplements / cosmetics; structure-function or appearance claims only,Joined as 'co-founder and partner' Sept 2021 (brand founded 2018 by Jen Batchelor & Matthew Cauble); not involved day-to-day but fronts campaigns. Brand ran a 2025 retail crowdfunding (DealMaker) - a sign of capital constraint.,,,Bella Hadid (1 - Verified founder or cofounder),Very high - Gen Z women,,,Bella Hadid: 1 - Verified founder or cofounder,Not disclosed; 2025 crowdfunding suggests modest scale.,,Late-joining 'co-founder' / face,,,,Instagram ~60M (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,Example of retroactive 'co-founder' titling for an equity ambassador.,,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://www.prnewswire.com/news-releases/bella-hadid-joins-kin-euphorics-as-co-founder-and-business-partner-301367431.html,2026-09-02,research/03_celebrity_database.json
INBLOOM,https://tobeinbloom.com,Consumer supplement/cosmetic,DSHEA supplements / cosmetics; structure-function or appearance claims only,Co-founder (2020) with CEO Tushar Adya; Whole Foods retail launch; company claimed 4x sales growth and 25% repeat rate (Apr 2021).,,,Kate Hudson (1 - Verified founder or cofounder),High - women 30-50,,,Kate Hudson: 1 - Verified founder or cofounder,Company-reported growth claims only.,,Cofounder / face,,,,Instagram ~17M (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,Low.,,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://www.modernretail.co/operations/kate-hudson-shares-how-her-supplement-brand-inbloom-prepared-for-its-first-retail-launch-in-whole-foods/,2026-09-02,research/03_celebrity_database.json
Seed Health,https://seed.com,Consumer supplement/cosmetic,DSHEA supplements / cosmetics; structure-function or appearance claims only,"Named individual investors in Seed (probiotics); $40M Series A (2021, The Craftory). Seed co-founder Ara Katz in turn invests in Function Health - the cap tables interlock.",,,"Cameron Diaz, Gwyneth Paltrow, Karlie Kloss, Jessica Biel (2 - Verified equity owner or investor)",High,,,"Cameron Diaz, Gwyneth Paltrow, Karlie Kloss, Jessica Biel: 2 - Verified equity owner or investor","Verified: Seed became Target's fastest-growing probiotic brand (US Chamber) - attributed to science-first influencer program ('Seed University'), not celebrity investors.",,Passive investors,,,,Combined Instagram >30M (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,Low.,,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://www.forbes.com/sites/cereal-entrepreneurs/2023/10/24/seed-health-co-founder-ara-katz-on-the-gut-boom-pitching-bros-and-mike-ovitz/,2026-09-02,research/03_celebrity_database.json
ZOA Energy (Molson Coors majority),https://zoaenergy.com,Adjacent wellness,Conventional wellness / fitness / nutrition; no drug claims,"Co-founder (2021, with Dany Garcia, Dave Rienzi, John Shulman); Molson Coors took a majority stake Nov 2024 after distribution (2021) and minority investment.",,,Dwayne Johnson (1 - Verified founder or cofounder),Very high,,,Dwayne Johnson: 1 - Verified founder or cofounder,Third-party: strategic exit to Molson Coors within ~3.5 years.,,Cofounder / face,,,,Instagram ~395M (approximate follower figure; analyst estimate as of mid-2025 - not re-verified this session because live fetch was blocked),,,Low.,,Celebrity-associated company added from 04_Celebrity_Founder_Database; not ranked (no product/pricing audit performed).,Low-Medium,https://www.fooddive.com/news/molson-coors-buys-majority-stake-in-zoa-energy-drinks/732274/,2026-09-02,research/03_celebrity_database.json
